,username,status,gender,translated_occupation_category_encoded,age_group_encoded,filtered sentence,caption,y
3458, daryl11,4,1,10,2,I earth honest fun I enjoy swimming nature camping traveling time reading It said Lifes journey Not destination Im hoping find woman part map journey,man in black shirt is standing in front of crowd,1
3459, daveblack,7,1,3,3,I real easy person talk loving outgoing father I enjoy playing sax I often leisure time I like going movies watching movies room Cabin I like swimming listening music dance kind music I sing sailing going bowling also good cook I family oriented person love children would better find things For partner accommodating supportive caring honest friendly A confident reliable person sense humor fusses always inviting charming No nagging sad moods respectable industrious,man in black shirt is standing in front of crowd,1
3460, davelennon63,2,1,3,2,I sensitive intelligent passionate affectionate loyal humorous efficient creative caring generous communicative sensual charming reliable cleverly neat Man looking someone special share world potentially grow old I committed life living fullest growing person Having fun important I strong believer religion I hard working outgoing man many things stop reaching goals I like types music favorite music far blues write email,man in black shirt is standing in front of crowd,1
3461, David042,7,1,9,3,Am earth God fearing man anything make someone happy,two girls are sitting on the edge of dock overlooking the ocean,1
3462, david200,7,1,9,3,honest caringi need serious woman life someone give life hate cheatdishonestuncaringunfaithful glad meet love life,two people are sitting on the ground with the phrase sinks,1
3463, David60,2,1,5,3,I man substance Humility kindness respect Besides personality else man like offer I guess talking hard work faithfulness Not bring disrespect partner family It thing joy tradition love care My favorite sports Rugby Tennis,man in black shirt is standing in front of woman in black shirt and black hat,1
3464, david788,7,1,9,3,Im man knows love I need woman accept love give back Both woman wish keep relations strong happy everything work I would like sense humor serious needed intelligent confident And long caring loving towards everything perfect,man in black shirt is smiling,1
3465, davidacano,7,1,1,2,My name David I successful professional kind honest supportive openminded caring understanding loving I looking meet nice woman spend rest life,man in black shirt is standing in front of woman in black shirt and black hat,1
3466, DavidAmoss,4,1,3,3,lovely manand nice personi like travel meet peoplei love sports love hit gym I need honestly personnot game playerin hope find soul mate,man in black shirt and black shirt is standing in front of woman in black shirt,1
3467, davidandy,2,1,8,3,lovingcaringhonest sinceretruthful God fearing,man in black shirt is standing in front of building,1
3468, daviddalton,2,1,3,2,Im country man kind heart looking marriage right woman I hurry find love life I dont want wait months months Life short spend alone passion beauty excitement one love wonderful I want find someone right understand bothers life inside feel I want meet Someone romantic serious earth time woman likes laugh enjoy outdoors truly wants wife believes sanctity marriage woman honest loyal trustworthy totally devoted man Someone spiritual believes God Someone likes flirted allow kiss hug hold hand public Someone willing try new things,man in black shirt is standing in front of store,1
3469, davidgoldfein,2,1,9,3,Im General David Goldfein im looking God fearing woman marry promise make happy rest life thank,man in red shirt is standing in front of group of people,1
3470, davidlopez,2,1,1,2,I 6 tall 250 lbs light brown hair hazel blue eyes I daughter 12 With I would nothing nothing I enjoy sharing adventures family events life I child parents siblings I like spend time hunting working something crazy I like ride 4 wheelers Go sand Railing camping fish hunt although I get Often I would like I Own Construction Company Own Some greates events life Daughter shared Men Women durring critical life threatening times either accident slopes mountain trying rescue someone need I loving caring person,man in black shirt is standing in front of crowd,1
3471, davidn,7,1,14,2,Am loving caring honest understanding God fearing man dont easily get mad easy going respect life short wake morning regret,man in black shirt is standing in front of crowd,1
3472, davidrobert,4,1,3,2,I person positive every aspect life There many things I like see experience I like read I like write I like think I like dream I like talk I like listen I like see sunrise morning I like see moonlight night I like feel music flowing face I like smell wind coming ocean I like look clouds sky blank mind I like thought experiment I sleep middle night I like flowers spring rain summer leaves autumn snow winter I like sleep early I like get late I like alone I like surrounded people,man in black shirt is standing in front of crowd,1
3473, davidzedwick,4,1,9,2,caringhonest romantic loving understanding man looking someone make happy always forever born raise ashland ky,man in black shirt is sitting on the grass,1
3474, davischelette,4,1,9,2,Am davis medic doc workin state government supervision us army currently deploy mexico border mission hopin back soonam lookin lovin carin trustworthy woman needs serious relationship lead weddingfor fast easy conversation yahoo id davischelettewalshyahoocomhope hear soon,man in black shirt and beard with beard and sunglasses is standing in front of fountain,1
3475, DavisPorter,2,1,9,1,cool calm honest faithful caring loving trustworthy earth man,man in red shirt is walking down the street,1
3476, davisw,2,1,3,2,I easygoing person caring loving kool calm kind generous faithful honest discipline humble God fearing Im interested spiritual happiness material gain I try remain humble possible Im saint means It important I love children Im childlike love laugh joke keep things light count blessing I dont drink dont hold one Its choice I dont judge want Lets talk But point life Im waiting total package companion friend loving man,man in black shirt is standing in front of woman in black shirt,1
3477, dawson,4,1,8,2,I Dawsona mixed Italian Americansingle never married beforeno kidsnot relationshipi earth maneasy goinghonestlovingcaringromantichard workingi understandingi creativei family oriented mani man high respect value womeni smoke drink glass red wine whilei believe one man one woman type relationshipi new hoping find loving woman would want spend rest life together mei gamesbecause dont timei busy man purpose serious relationship aim marriage,man in black shirt is sitting on bench,1
3478, daziba1,4,0,2,0,simple loving caring young lady enjoy watching tv sports,man in black shirt is standing on the grass,1
3479, debbie09,4,0,2,0,Im woman simple heart To put mildy I enjoy great company Love hold hands walk along beach Sharing view snow covered mountain cabin sunset,man in red shirt and beard wearing black shirt is sitting on bench,1
3480, Debbie123000,4,0,8,0,I faithful sincere HONEST loyal caring single seriously looking love lifei one mans woman never marriedi caring loving respectful good hope lifei want happy life want happy relationship end marriagei children greatful someday know god gives childI want lifetime devotion committment one man really understand love isLove finding right person creating right relationship Its much love beginning much love build till endLove blind experiencing long time become familiar particular spotsLove precious gift receive need give cautionLove happiness given back forthLove noble act self giving offering trust faith loyalty The love lose part yet dont become less end complete loved onesRelationships like branded,woman in black shirt and sunglasses is sitting on bench,1
3481, Debra,4,0,14,1,I looking serious relationship I believe take much make happy I want Man Understanding Loving Caring Honest Sincere good sense HumorSomeone looking thing life A Man I would able share good bad experiences,two girls are sitting on the floor with her hair,1
3482, Deck_morganlove,2,1,14,3,I good humored witty intelligent loving caring easy going positive well read well traveled Young mind heart hopelessly romantic good communicator good listener Love laugh Can happy crowd 100s company one At first Im usually bit shy quickly warm In fact friends tell get started I take,man in black shirt is standing in front of crowd,1
3483, defre4,7,0,12,2,I come terms simple fact right special people seek desire might close want till willing accept fact look beyond seek might never find special soul matei new seek lover best friend recently came across old friend wanted try online dating cos met wife online site trying dont problem ever region country find know make work think soul mate seek hit get started friends,man in black shirt and sunglasses is sitting on bench,1
3484, dennislove12354@gmail.com,7,1,6,3,Am cool manlovelycaring understandableAm kind man God fearing respected woman alot especially love life hard working man alot goals passion love traveling going vacation especially watching movie enjoy cooking,man in black shirt is standing in front of cardboard cart,1
3485, dennis_joe,4,1,1,3,looking find love,two girls are sitting on the edge of dock looking at the water,1
3486, Diego1201,7,1,3,3,easy going man love live life fullness hard working man,man in black shirt is standing in front of woman in black shirt,1
3487, divine009,4,0,8,0,easily get know interested message hello Nice meeting friends email divinejeannotlivecom well send email write waiting hearing alternative,man in red shirt is sitting on bench in front of some trees,1
3488, divinebaby2,4,0,2,0,good girl full love good girl full loveam good girl full loveam good girl full loveam good girl full love,man in red shirt is walking down the street,1
3489, dkelvin,7,1,14,3,Im single man whos looking female companion correspond Even though Im busy working 5 days week like people I feel like something missing I would like find somebody looking find somebody wants hear small things go every day well bigger conversations life So many people know piece wouldnt nice find somebody could tell anything know interested hearing Whether sharing spat coworker talking hopes fears future would nice knowing somebody listening wants listen To,man in black shirt is standing in front of crowd,1
3490, dmanwalker,4,1,14,3,I consider intelligent harmless Im loving caring ect free minded easy going somewhat attractive romantic generous energeticI like good intellectual conversation I like jovial atimes I think laughter healthy I love watch comedy shows Im good listener I like compromise talk things Overall Im easy going I love cultures women Sometimes I think women rulers earth I work hard I love laugh good time I take pride way I look I stay shape I love outdoors seeing live music shows dining intelligent conversation ect,man in black shirt is standing in front of woman in black shirt and black hat,1
3491, dmcman,4,1,3,1,Today I control I want I fingers switch lived lifetime ignoring control I world Today different,man in black shirt is standing in front of store,1
3492, dmendesr47,7,1,1,2,kind heartedtolerable caringi alot stock selfkindly get contact know,man in black shirt is standing in front of group of people,1
3493, dmorrison,7,1,6,2,I like share interests I think one needed steps get know better My interests Photography Traveling Museums The great outdoors camping Soccer Movies Antique Shopping Creating History Psychology Animals anything I havent seen tried I dreamer believing romance love life I kind sometimes generous person heart gold I intelligent passionate I love life try live way day new meaning I romantic nature loving soul I love help others love laughter families friends,man in black shirt is standing in front of store,1
3494, Doctorjames,4,1,9,2,Hello life free free people well free looking good person chat well information like lies trusted one good trusted dont give try Still inform single dad looking good mean good cool honest nice lovely lady spend rest life From Doctor James,man in black shirt is standing in front of crowd,1
3495, dofnerpeterson,7,1,1,1,Am decent humble man tolerate kind woman character caring loving smart,man in black shirt is standing in front of crowd,1
3496, donald200,7,1,14,2,Am smart organized intelligent honest caring loving understanding compassionate passionate romantic friendly outgoing great personality funny open minded open hearted great sense humor I may attractive sexy hot pretty model curves I fake Im positive trustworthy socialable,man in black shirt is standing in front of building,1
3497, Donald63,7,1,3,3,I would like ask datemaybe movie theatre dancingbut dont think need talk first I looking special friend Someone I call text last thing I go sleep first thing morning Someone share day coffee glass wine Im looking someone enjoy special times good conversation Im really looking long term relationship right Im looking good friend end long life relationship I enjoy shopping fine dining dancing theatre movies big screen I love travel I also enjoy time gym,man in black shirt is standing in front of woman in black shirt and black hat,1
3498, donaldgomez,7,1,14,3,I really sincere honest personam caringkindfriendlly easy get along amsocialromanticpassionatsmartintelligentcool headedadaptivehave big heart believe truth honestycause honesty key human succes honestyour dreams greatest best alli know hard completelly honestbut try wat know bestno one really change personalty cause believe life based truth really amcause know kind person way treat othersi really care alot others care mecause caring person heart blessed lovelly,man in black shirt is standing in front of woman in black shirt and black hat,1
3499, donaldrichard,7,1,5,2,Am simple God fearing,two people are sitting on the ground in front of the ocean,1
3500, donalds,2,1,3,2,I intelligent resourceful sometimes make laugh shake head Sweet loving words often used others describe You find refreshingly honest positive optimistic attitude I enjoy magic love amorous passionate Id like one day find genuine loving exclusive relationship sensitive emotional romantic love please make woman feel like never felt befor learnt DAD lived life treating people around good cause believe people treated way u want treat return I love walking hiking going art shows museums plays movies local events Traveling experiencing new adventures joy I savior nature much glass wine good meal Like chameleon I adjust easily fancy outings downtoearth activities I raised one wonderful kid life journeys I selfemployed live alone parttime dog Shes cute mediumsized mix,two children are sitting on dock looking at the water,1
3501, donaldwelsh,4,1,9,2,Donald welsh name serving captain United State airforce looking serious relationship lead marriage service military looking women range 35 65 years old chat text messages allowed make call camp,man in black shirt is standing in front of group of people,1
3502, donalex,7,1,14,3,simple honest gentle manwho looking rightful woman long terms relationship us,man in black shirt is standing in front of crowd,1
3503, Donna44663,4,0,10,0,I Donna single lady never married kid personalty speaks much well long meet half complete puzzle,two girls are playing in the grass,1
3504, dorindabrown,4,0,14,0,Dorinda Brown name USA AZ Arizona Phoenix height 170 cm 5 feet 7 inches Weight 59 kg 130 lbs Measurements 34B2636 33 years age single childrens Caucasian ethnicity brown hair brown eye basically western part africa ghana mum visiting interesting share address welcome,two girls are sitting on bench in front of the water,1
3505, Doris234,4,0,14,0,Am nice loving caring single lady nice ready love man make happy treat nice like queen,man in black shirt is standing in front of crowd,1
3506, dorissmith,4,0,14,0,Personality wisean organizer perfectionista go getter A good friend extremely socialId rather home projects hang shopping mall,man in black shirt is standing in front of an urban space,1
3507, Dorothy1234,4,0,7,0,Just simple lady I like truth instances I like life,two women are sitting on bench in front of the water,1
3508, Dorothy32,4,0,14,1,Am single lady looking serious man caringloving romantic,man in red shirt is sitting on bench in front of some trees,1
3509, Douglasdd,2,1,14,3,I loving careing man need good woman life loyal understand,man in black shirt is standing in front of crowd,1
3510, douglasm,7,1,14,3,I different I positive calm person I little bit mischievous special mood I hope mind I wish behave natural I wish accept I really life I like laugh enjoy life even day rainy clouds cover sky I romantic value every romantic moment partner wishes bring life Looking date someone serious playing games I guarantee wont regret responding add Please attach picture since physical attraction important,man in black shirt is standing in front of crowd,1
3511, Doveluv22,4,0,14,0,I manysided person I hardworking goaloriented determined But time I feminine sensible attentive caring My friends say I big optimist I see life positive way I ready go difficulty giving strong hand supportive shoulder And beloved man I loving attentive affectionate romantic Hope ready,man in red shirt is standing in front of crowd,1
3512, dreamgirl,4,0,17,0,I really sincere honest personam caringkindfriendlly easy get alongwith amsocialromanticpassionatsmartintelligentcool headedadaptivehave big heart believe truth honestycause honesty key human succes honesty dreams greatest best alli know hard completelly honest try wat know bestno one really change personalty cause believe life based truth really amcause know kind person way treat othersi really care alot others care mecause caring person heart blessed lovelly,man in red shirt is standing in front of crowd,1
3513, dreamofkhatie,4,0,2,0,im looking serious relationship,man in black shirt is standing in front of crowd,1
3514, dremmabryan,7,1,9,1,guy decent mindwho playful looking lady high sense maturity ready settle,man in red shirt is standing on the sidewalk,1
3515, dric101,4,1,17,2,I single man years come realize life bored lonely alone I willing take relationship serious next level wish I could find soulmate someone love cherish adore days life I looking someone open sincere ready long term relationship She friendly caring loving good sense humor,man in black shirt is sitting on bench with her eyes on his head,1
3516, Dris,4,0,2,0,I doris looking real relationship lead bright future,two girls are playing hide and smile,1
3517, Drpatricia,4,0,9,3,name doctor patricia united stateam lovingkindhonest caring lots respectgood listener well behaved,man in red shirt is standing in front of crowd,1
3518, DrRay,7,1,8,2,DrRaymond name mid 40s looking good friendship remains A 2nd generation British Island fundamentally British Citizen I work ABM Pharmaceutical Industrial Company Wales alongside run smallsized successful Pharmaceutical Store formative year Regarding hobbies I much obsessed antiques vintage cars,man in black shirt is standing in front of crowd,1
3519, dsil3626,4,1,9,3,Most people would describe honest trust worthy dedicated person I easy going openminded liberal person I true romantic heart sensitive gentle disposition Definitely head games always believe honesty best policy I also animal nature loverAs far interests mine many varied I comfortable trying anything least onceI really love outdoors sports health fitness reading computersetc I much night club bar scene I slightly introverted extroverted good communicating one one small groups,man in black shirt is sitting on bench in front of the water,1
3520, Dvid60ths,7,1,3,3,Im easygoing nonmaterialistic athletic stable I enjoy trying new things seeing new places festivals concerts country road trips gardening enjoy good music laughing enjoying life day day I family oriented I like stay home someone special lifeI gentle easy going guyi hard workingi honest vowed always honesti faithfuli like people liesand hate lie tooi hate people pretends,man in black shirt is standing in front of store,1
3521, dw39716,7,1,8,3,I want spend rest life someone friendly honest caring trustworthy God loving I find much peace tranquility,man in black shirt and beard with black hair is standing in front of crowd,1
3522, dylan51,2,1,5,2,love heart onething demonstrating another thing much believe family traditions going Cinema love one think respect matters comes love,two girls are playing in the water,1
3523, eddmetcalf,7,1,9,2,need sincere woman goo heart,man in black shirt is standing in front of store,1
3524, eddytovia,2,1,14,2,Life journey destinationAm Hoping find special someone join journey Well Vern nameI guess could say Im shy comes meeting new people I get know I open Im caring person Love new adventuresI hold end conversation probably make laugh Im also attentive listenerIt great meet woman life I believe fairy tale soul matesI know exists It takes lot courage faithI know people hurt past dont believe types relationships could real Ive hurt Ive seen plenty couples marriages arent working But I believe know choose correctly hearts minds find real allout love Well Im perfect I many positive qualities I refuse settle anything less I deserve I would describe someone mature candid affectionate believes integrity I easygoing adaptable personclassic sophisticated earth knows let loose enjoy moment little wild I naughty unpredictable times yet I quite lovable Guy I passionate creative enjoys diversity life I happy staying home watch movie spontaneous take weekend trip without much planning Quality certainly outweighs quantity life Ive learned lot observation others say My way something handling situation isnt way way I knowso I welcome suggestions opinions I love laugh good time I good heated faithful earth love kids pets I enjoy outdoors seeing stars night listening sounds nature Im looking sensible woman wants someone share ups downs incredible gift call life Someone kind honest FAITHFUL sense humor When hold arms make feel safe warm Have made way end profile Then waiting Drop line lets plan next adventure,man in red shirt is walking down the street,1
3525, Edgar007,7,1,14,3,Am loving caring kind honest loyal respectful person needs companion,two girls are sitting on the street,1
3526, eduardo55,7,1,3,3,I honest responsible person also likes joking I looking serious relationship love trust,man in black shirt and beard with beard and beard in black shirt are standing in front of crowd,1
3527, edward0002,4,1,3,2,AM DOWN TO HEART CARING KNOW HOW TO TREAT WOMAN RIGHT AND LOOKING FOR A WOMAN FOR SERIOUS RELATIONSHIP,man in black shirt is standing in front of woman in black shirt and black hat,1
3528, Edward22221q,7,1,14,1,I simple man nature like want lady simple life I gentle man good sense humour I engineer work self employed I single hoping find friend,man in red shirt is standing in front of crowd,1
3529, edwardw,7,1,3,3,love outdoors extreme love huntfishand fun stuff comes chance im funnylovable character makes freinds easyi know treat womenim affectionate cozydont want games break heartshad enough im somebodys mr rightis,man in black shirt is standing in front of crowd,1
3530, edwardwilliam,2,1,9,2,Edward William Military man form UNITED STATE Armenia Afghanistan,man in red shirt is walking down the street,1
3531, edward_love91,7,1,9,2,serious man looking lovely woman sidelet get know ok,man in black shirt is sitting on bench with her eyes on his head,1
3532, Edwin1k,2,1,3,3,I social romantic passionate smart intelligent cool headed adaptive big heart And believe truth honesty God first lifei believe honesty key human success honest believe life really based truth really amI know kind man way treat othersI really care alot others care caring passionate man heart blessed lovelyI believe devoting time life heart body soul loved one make real happy hes joy happiness always look forward day get meet dream woman,man in black shirt is standing in front of store,1
3533, eileenkes,4,0,2,0,loving understanding girl simple withthe best thing love taking good care husband best house wife,man in red shirt is sitting on bench in front of house,1
3534, Ekaterina87,4,0,2,0,Hello My name Ekaterina I tell I usual girl want I shall meet man serious atudes family possible children future I done interested games I interested serious atudes construction trust Also I well many girls love nature flowers My favourite flower tulip Very interesting flower I like receive friends present gift I like visit cinema cafes friends Sometimes I like drink wine After work I like walk park breathe fresh air,man in black shirt and sunglasses is sitting on bench,1
3535, Ekaterina878,4,0,14,0,I single woman wants find soul mate going I love laugh smile write take closer look,man in black shirt and beard with black hair is standing in front of crowd,1
3536, EkaterinaKate,4,0,10,0,I want find man companion life,man in black shirt and sunglasses is standing in front of an umbrella,1
3537, Elena222,4,0,10,0,Kind intelligent beautiful young girl get acquainted reliable man creation family,man in black shirt and beard with black hair is standing in front of crowd,1
3538, Elena88,2,0,8,1,I find difficult boast good I I would rather let talk relatives friends would tell everything good bad sides everybody flaws Im sure spots even sun I would say Im honest person faithful loving wife caring mother decent friend By nature I person loves learn new things afraid difficulties I try less Im afraid make new step unknown Now Im divorced I take new step new future person loves respects feelings feels methats Im,man in black shirt and black shirt is standing in front of crowd,1
3539, elisa123,4,0,4,1,My name Elisa single female never married kids I willing meet right man spend rest life,two girls are sitting on bench in front of the water,1
3540, Elisalisa,4,0,2,0,Am single tall fair complexion Very good looking girl sharing giving caring loving girl God fearing trustedI really want good relationship youA relationship deep feeling construct mutual understanding,two girls are sitting on the edge of the edge of the edge of the water,1
3541, elizabe1270,4,0,15,0,well name Elizabeth im looking man ready future husband caring nice looking well,man in red shirt is standing in front of crowd,1
3542, elizabeth999,4,0,15,0,I Elizabeth I looking soul mate,two girls are sitting on the ground with one hand outstretched,1
3543, elizabethmarian,7,0,9,2,elizabeth marian looking serios relationship,two girls are playing in the grass,1
3544, elizebeth,4,0,8,0,Im cool honest ready love honest guy,man in red shirt is sitting on bench in front of house,1
3545, ellamathew12,4,0,8,0,Energetic Sociable person I appreciate decency sincerity relationship man woman The inner beauty important beauty appearance I wish open new world world soul And I understand Only I seeking share sorrows joys best friend life partner I like travel much It interesting get knowledge new countries new people traditions Its great possibility,two girls are playing in the grass,1
3546, elnardo,7,1,10,3,I consider honest loyal person values important things life like family friends making best I like going trying new things meeting new people I also enjoy peace serenity time enjoy simple beauties life,man in red shirt is standing in front of crowd,1
3547, eloi332,4,0,8,1,Am Janisinglecaring lovely lady,man in black shirt is sitting on bench with her eyes on his head,1
3548, Elvis337,7,1,6,2,I open trusting person gives reason trust believe integrity important I looking romantic partner best friend I picky wont settle anything want shouldnt either I looking friendship first foremost You know theres spark Its spark determines becomes passionate fire,man in black shirt is standing in front of shelves of people,1
3549, elvismicheal,2,1,14,3,I person looks beyond may obvious Character worth flashiness I person appreciates honesty great sense humor I love laugh enjoy simple things life I would appreciate person good sense sense direction wants I appreciate woman sees man friend partnerI know men women inner child within I would appreciate days filled fun laughter I respect adhere taking care business lifefamily work community etc Yet I know life involves alance I look good situations choose look good others I know life involves give take seekis must willing give demonstrate I romantic heart I like appreciated complimented I would special someone,man in black shirt is sitting on bench,1
3550, emilyrooney,4,0,4,2,like kind honest woman seen life social circle many years although matter ones age color achievement matters life kindness humanity,man in black shirt is sitting on bench with her eyes on his head,1
3551, emontago,4,1,1,3,Im genuine creative thoughtful person whod like someone Im looking someone aspirations growing learning always becoming better person Who I Im artistic athletic intelligent articulate driven compassionate confident Im looking find supportive person wont let always meI describe two ways simple real Im humble shy like center attention I want someone whos humble compassionate knows cookId say Im ambitious sarcastic openminded I get along everybody Someone hold conversation express truly something I attracted Im looking find supportive person wont let always,man in black shirt is sitting on bench,1
3552, engela,4,0,2,0,I pray letter meets wellthough never meet seen I believe nature way bringing people together specific purposes,young boy in red shirt is running through the water,1
3553, engelope,4,1,3,2,Am gent lonely single man looking love companion possibly soulmate I need real woman true imperfect big heart beautiful inside,man in red shirt is standing on the sidewalk,1
3554, Enna546,2,0,14,1,Hello Im Enna nice meet everyone Im looking man Good friend best possibly soul mate live together forever I honest sincere kind lovely happy person I love traveling driving love nature I hope find real man understand leave alone,man in black shirt and black shirt is standing in front of mixing display,1
3555, Eoli,2,0,0,1,I teenager know I want life I life loving optimistic romantic I big lonely heart,two girls are playing in the grass,1
3556, erd89838,7,1,14,3,Christian Let say I Saved Reborn Again Christian That first formost life I learned The Bible many years Christian Teachings thru radio Bible Ministries I married almost amount time I widowed So I seen lived life sides At time life I wanting travel extensively If simple living simple life pleasures country living watching nature woodlands land creatures sky gazing days nights Then probably good match,man in black shirt and black shirt is standing in front of woman in black shirt and black shirt,1
3557, Erica,4,0,10,0,Hi name Josephine I children I dont sleep around I disease free Im pretty easy going person n go flow things I child parent My family n friends life I love read draw photography pretty much anything art I love going nature walks If anything else u would like know message I tired guys saying things dont mean If u dont mean dont say If ur looking one night stand piece sorry Im girl Im girl wants meaningful relationship I dont care materialistic things What matters u treat good n r open n talk Dont coward say whats ur mind u feel If u cant hell r u looking girlfriend,man in black shirt and black shirt is standing in front of woman in black shirt and black shirt,1
3558, ericahalloway101,4,0,14,1,Am easy going lady ready serious relationship Am honest caring well trained lady find right partner Am looking Handsome Cute sensible Man relationship lead us married,two girls are sitting on bench in front of the water,1
3559, erick080,7,1,14,3,I person positive every aspect life There many things I like see experience I like read I like write I like think I like dream I like talk I like listen I like see sunrise morning I like see moonlight night I like feel music flowing face I like smell wind coming ocean I like look clouds sky blank mind I like thought experiment I sleep middle night,man in red shirt is standing on the grass,1
3560, EricReiner,2,1,1,3,Im passionate living life worthy emulation always striving improve appreciating simple things life I respect persons space appreciate return Spending time friends family must I love sun beach long walks Also I enjoy good food wine music outing movies festivals,man in black shirt is standing in front of group of people,1
3561, ericrinket,2,1,9,1,LOVELY GUY AND GOOD FEARING MIND AND IM A COMPLETE MAN OF GOD,man in black shirt is standing in front of crowd,1
3562, erika,4,0,14,1,I woman simple tastesi looking man wants pampered loved nice smile pretty good emotionally stable honest loyalno time games I motivated individual long term goalsIm great listener value another person Im seeking man open kind serious confident cheerful responsible ready marriageI raised strike Christian background taught young age always respect peopleI still maintains value wherever I goesThe inner beauty important beauty appearance,man in black shirt and beard with black hair is standing in front of crowd,1
3563, Espina10,2,1,9,1,I open minded person someone accepts people I fair individual adapts changes life enjoys life fullestand looking meet woman spend rest life good times badtimes well A woman I love cherished whole heart I pray God almighty provide kind woman someday life,man in black shirt is sitting on bench in front of an elevator,1
3564, estelle,4,0,2,0,From Miss estelle andren How family I Miss estelle andren 21 years old daughter late parents I writing need help transfer money late father deposited bank met death explain reply guardian management sum 65 million us dollars Please I ever ready offer 25 help please contact email address estelleandrenyahoocom processi looking urgent response best regard estelle estelleandrenyahoocom,man in black shirt and sunglasses is sitting on bench,1
3565, esther11113,4,0,2,1,I love mostly outdoors fun like love reading listening music clubbingI love dirt bike riding snowboarding taking boat lake wake boarding fishing also love visiting new places lot I single never married I married long time relationship laid hard times hurts dearly dont hurt man like I dont kids I love kids find good loving man dream best colour Blue also go Yellow I love vegetable shrimp I stay alone I dont smoke dont drink socially,man in black shirt is standing in front of crowd,1
3566, Eunice333,4,0,10,0,I kind strict beautiful faithful tender caring I believe life gift appreciate every moment I strong values life want create strong family I easily make friends trust people I devoted friend always ready help,man in red shirt stands in front of shelves of people,1
3567, eunicejosh,4,0,10,0,Easy going kind hearted love nature adventures beautiful decent love travelling keeping friends makes laugh fun,young boy in red shirt and jeans is jumping into the air,1
3568, evababy,4,0,2,0,I dont look perfect man nobody perfect I seeking special one soulmate My man kind honest faithful loves I respects family best friend I want find man I trust keeps word I rely upon every situation,man in black shirt is sitting on bench with her eyes on his head,1
3569, Evans300,4,0,17,0,I woman seeking honest man I humble intelligent caring loving I romantic passionate affectionate I like home coziness much I cook well I romantic heart,man in red shirt and backpack is standing in front of an urban location,1
3570, evansmorris,4,1,9,2,I happy person I like fun walking travel play smile I happy I see person around comfortable My hobbies horseback riding baseball golf music reading playing animals etc I hate dishonesty ruthless life full errors corrections I love laugh often one thing keeps going life,man in red shirt is walking through the street,1
3571, Evelynthop,2,0,7,1,Im honest woman thats looking stable relationship Write message let get started But make sure include ya number call,man in red shirt is walking down the street,1
3572, Exteriormind,2,0,14,0,I cool headedhonestopen mindedloving caring woman I like smile lot I always like put smiles face much possible I believe life happiness joy I dont like arguing fighting I want live happy peaceful life enjoy fullest I want man would true I love give reason breathe I want future husband life someone hold confide laugh cry someone I watch soccer fish walk along beach night I want I deserve I sincerely hope feel I I like listening musicwatching movies watching sports like going beach,man in red shirt is standing in front of large display of people in front of fountain,1
3573, faida121,4,0,2,0,nice easy going girl meet new friend country,man in black shirt is sitting on bench,1
3574, faith365,4,0,15,1,I intelligent smart woman I like keeping good shape look amazing anytime I creative person I like pay attention selfdevelopment make inner world rich interesting people communicate I easygoing person I positive person chance see,man in red shirt is standing in front of crowd,1
3575, faithwilton,4,0,2,0,Am cool nice girl thank youAm cool nice girl thank youAm cool nice girl thank youAm cool nice girl thank youAm cool nice girl thank youAm cool nice girl thank youAm cool nice girl thank,man in red shirt is standing in front of crowd,1
3576, fantaali100,4,0,2,0,I likable person according peopleTrustcomparabilityalways good times bad Someone likes idea good partner friend lover Two people care enjoy want create happy life togethersomeone grow old,man in black shirt and beard with black hair is standing in front of crowd,1
3577, fantababie,4,0,2,0,I like treating everyone way wanted treated Someone likes idea good partner friend lover Two people care enjoy want create happy life together,two girls are sitting on bench in front of the water,1
3578, fatima,4,0,2,0,searching man maried cool care respect love,two girls are playing in the street,1
3579, fatimamaat19,4,0,2,0,I miss Fatima Maat Yaman Syria I ran Syria safety father mother killed Syrian Rebels Still making business inquiries Turkey countries order relocate fathers business Syria war zone Over one million innocent people died result endless war going five years The world come rescue innocent citizens Syria Here emailfatimayamanyahoocom,man in red shirt is standing in front of store,1
3580, faye,4,0,14,1,Im cheerful sociable girl dreams find good man Im family oriented Im sociable lot friends Im kind tolerant I always try understand people difficult situation cause Im sensitive someones pain I want find second part create happy family,man in red shirt is standing in front of crowd,1
3581, fedrick,4,1,3,3,I nice caring want relationship lead marriage,man in black shirt is standing in front of bus,1
3582, Felicia668,4,0,8,0,Am hared working woman dignity respect also God fearing person,man in black shirt and beard with black hair is standing in front of crowd,1
3583, feliooo10,4,0,2,0,hello new friend saw profile today nice friend contact I interested Men I looking friends lover foreign contacts chat dating,man in red shirt is standing in front of crowd,1
3584, finn,4,0,8,1,loyal cool lady love making people around happy make life easier sweet able,man in black shirt and black shirt is standing in front of woman in black shirt,1
3585, Flames,7,1,3,3,I optimist I one sees glass half full always looking silver lining I look simple pleasures simple pleasures life I believe enjoy life fullest never know could end I honest person doesnt play games peoples emotions I caring others needs I enjoy hanging friends dancing movies outdoor activities quiet evenings home,man in black shirt is standing in front of crowd,1
